  #energy          xx             yy              zz              xy              yz              zx
  0.13965400E+02  0.12756432E+00  0.12756432E+00  0.12756432E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13979100E+02  0.12752477E+00  0.12752477E+00  0.12752477E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.13992900E+02  0.12732676E+00  0.12732676E+00  0.12732676E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14006600E+02  0.12652805E+00  0.12652805E+00  0.12652805E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14020400E+02  0.12573844E+00  0.12573844E+00  0.12573844E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14034100E+02  0.12464359E+00  0.12464359E+00  0.12464359E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14047900E+02  0.12376505E+00  0.12376505E+00  0.12376505E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14061600E+02  0.12279353E+00  0.12279353E+00  0.12279353E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14075400E+02  0.12224349E+00  0.12224349E+00  0.12224349E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14089100E+02  0.12188979E+00  0.12188979E+00  0.12188979E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14102800E+02  0.12184524E+00  0.12184524E+00  0.12184524E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14116600E+02  0.12237109E+00  0.12237109E+00  0.12237109E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14130300E+02  0.12302715E+00  0.12302715E+00  0.12302715E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14144100E+02  0.12419216E+00  0.12419216E+00  0.12419216E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14157800E+02  0.12539712E+00  0.12539712E+00  0.12539712E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14171600E+02  0.12703784E+00  0.12703784E+00  0.12703784E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14185300E+02  0.12862188E+00  0.12862188E+00  0.12862188E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14199100E+02  0.13056897E+00  0.13056897E+00  0.13056897E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14212800E+02  0.13235665E+00  0.13235665E+00  0.13235665E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14226600E+02  0.13442886E+00  0.13442886E+00  0.13442886E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14240300E+02  0.13609565E+00  0.13609565E+00  0.13609565E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14254100E+02  0.13798397E+00  0.13798397E+00  0.13798397E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14267800E+02  0.13930121E+00  0.13930121E+00  0.13930121E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14281600E+02  0.14064944E+00  0.14064944E+00  0.14064944E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14295300E+02  0.14139656E+00  0.14139656E+00  0.14139656E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14309000E+02  0.14181726E+00  0.14181726E+00  0.14181726E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14322800E+02  0.14212758E+00  0.14212758E+00  0.14212758E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14336500E+02  0.14182752E+00  0.14182752E+00  0.14182752E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14350300E+02  0.14147759E+00  0.14147759E+00  0.14147759E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14364000E+02  0.14062147E+00  0.14062147E+00  0.14062147E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14377800E+02  0.13980103E+00  0.13980103E+00  0.13980103E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14391500E+02  0.13849780E+00  0.13849780E+00  0.13849780E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14405300E+02  0.13738645E+00  0.13738645E+00  0.13738645E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14419000E+02  0.13594652E+00  0.13594652E+00  0.13594652E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14432800E+02  0.13469137E+00  0.13469137E+00  0.13469137E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14446500E+02  0.13326742E+00  0.13326742E+00  0.13326742E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14460300E+02  0.13209145E+00  0.13209145E+00  0.13209145E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14474000E+02  0.13078303E+00  0.13078303E+00  0.13078303E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14487700E+02  0.12958561E+00  0.12958561E+00  0.12958561E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14501500E+02  0.12873631E+00  0.12873631E+00  0.12873631E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14515200E+02  0.12779521E+00  0.12779521E+00  0.12779521E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14529000E+02  0.12730000E+00  0.12730000E+00  0.12730000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14542700E+02  0.12672109E+00  0.12672109E+00  0.12672109E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14556500E+02  0.12674202E+00  0.12674202E+00  0.12674202E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14570200E+02  0.12674128E+00  0.12674128E+00  0.12674128E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14584000E+02  0.12733069E+00  0.12733069E+00  0.12733069E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14597700E+02  0.12795085E+00  0.12795085E+00  0.12795085E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14611500E+02  0.12906275E+00  0.12906275E+00  0.12906275E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14625200E+02  0.13009170E+00  0.13009170E+00  0.13009170E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14639000E+02  0.13144143E+00  0.13144143E+00  0.13144143E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14652700E+02  0.13252339E+00  0.13252339E+00  0.13252339E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14666500E+02  0.13377197E+00  0.13377197E+00  0.13377197E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14680200E+02  0.13453736E+00  0.13453736E+00  0.13453736E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14693900E+02  0.13501905E+00  0.13501905E+00  0.13501905E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14707700E+02  0.13544207E+00  0.13544207E+00  0.13544207E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14721400E+02  0.13538564E+00  0.13538564E+00  0.13538564E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14735200E+02  0.13548479E+00  0.13548479E+00  0.13548479E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14748900E+02  0.13503883E+00  0.13503883E+00  0.13503883E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14762700E+02  0.13478513E+00  0.13478513E+00  0.13478513E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14776400E+02  0.13425473E+00  0.13425473E+00  0.13425473E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14790200E+02  0.13407538E+00  0.13407538E+00  0.13407538E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14803900E+02  0.13361552E+00  0.13361552E+00  0.13361552E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14817700E+02  0.13359553E+00  0.13359553E+00  0.13359553E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14831400E+02  0.13338073E+00  0.13338073E+00  0.13338073E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14845200E+02  0.13377194E+00  0.13377194E+00  0.13377194E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14858900E+02  0.13403135E+00  0.13403135E+00  0.13403135E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14872700E+02  0.13489761E+00  0.13489761E+00  0.13489761E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14886400E+02  0.13580432E+00  0.13580432E+00  0.13580432E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14900100E+02  0.13685466E+00  0.13685466E+00  0.13685466E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14913900E+02  0.13843536E+00  0.13843536E+00  0.13843536E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14927600E+02  0.13977196E+00  0.13977196E+00  0.13977196E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14941400E+02  0.14148383E+00  0.14148383E+00  0.14148383E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14955100E+02  0.14275246E+00  0.14275246E+00  0.14275246E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14968900E+02  0.14424127E+00  0.14424127E+00  0.14424127E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14982600E+02  0.14527287E+00  0.14527287E+00  0.14527287E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.14996400E+02  0.14643546E+00  0.14643546E+00  0.14643546E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15010100E+02  0.14687772E+00  0.14687772E+00  0.14687772E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15023900E+02  0.14740448E+00  0.14740448E+00  0.14740448E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15037600E+02  0.14722912E+00  0.14722912E+00  0.14722912E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15051400E+02  0.14700302E+00  0.14700302E+00  0.14700302E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15065100E+02  0.14616186E+00  0.14616186E+00  0.14616186E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15078800E+02  0.14490407E+00  0.14490407E+00  0.14490407E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15092600E+02  0.14376577E+00  0.14376577E+00  0.14376577E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15106300E+02  0.14202206E+00  0.14202206E+00  0.14202206E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15120100E+02  0.14053689E+00  0.14053689E+00  0.14053689E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15133800E+02  0.13873172E+00  0.13873172E+00  0.13873172E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15147600E+02  0.13724305E+00  0.13724305E+00  0.13724305E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15161300E+02  0.13544286E+00  0.13544286E+00  0.13544286E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15175100E+02  0.13411825E+00  0.13411825E+00  0.13411825E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15188800E+02  0.13255750E+00  0.13255750E+00  0.13255750E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15202600E+02  0.13143557E+00  0.13143557E+00  0.13143557E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15216300E+02  0.12998383E+00  0.12998383E+00  0.12998383E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15230100E+02  0.12896177E+00  0.12896177E+00  0.12896177E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15243800E+02  0.12769357E+00  0.12769357E+00  0.12769357E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15257600E+02  0.12665413E+00  0.12665413E+00  0.12665413E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15271300E+02  0.12533113E+00  0.12533113E+00  0.12533113E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15285000E+02  0.12400880E+00  0.12400880E+00  0.12400880E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15298800E+02  0.12294986E+00  0.12294986E+00  0.12294986E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15312500E+02  0.12138742E+00  0.12138742E+00  0.12138742E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15326300E+02  0.12013943E+00  0.12013943E+00  0.12013943E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15340000E+02  0.11851013E+00  0.11851013E+00  0.11851013E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15353800E+02  0.11719700E+00  0.11719700E+00  0.11719700E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15367500E+02  0.11561876E+00  0.11561876E+00  0.11561876E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15381300E+02  0.11444790E+00  0.11444790E+00  0.11444790E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15395000E+02  0.11311157E+00  0.11311157E+00  0.11311157E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15408800E+02  0.11217094E+00  0.11217094E+00  0.11217094E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15422500E+02  0.11116366E+00  0.11116366E+00  0.11116366E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15436300E+02  0.11044509E+00  0.11044509E+00  0.11044509E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15450000E+02  0.10970666E+00  0.10970666E+00  0.10970666E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15463700E+02  0.10917758E+00  0.10917758E+00  0.10917758E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15477500E+02  0.10899562E+00  0.10899562E+00  0.10899562E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15491200E+02  0.10884030E+00  0.10884030E+00  0.10884030E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15505000E+02  0.10903535E+00  0.10903535E+00  0.10903535E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15518700E+02  0.10903382E+00  0.10903382E+00  0.10903382E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15532500E+02  0.10947874E+00  0.10947874E+00  0.10947874E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15546200E+02  0.10947232E+00  0.10947232E+00  0.10947232E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15560000E+02  0.10968865E+00  0.10968865E+00  0.10968865E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15573700E+02  0.10923052E+00  0.10923052E+00  0.10923052E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15587500E+02  0.10870110E+00  0.10870110E+00  0.10870110E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15601200E+02  0.10755137E+00  0.10755137E+00  0.10755137E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15615000E+02  0.10637070E+00  0.10637070E+00  0.10637070E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15628700E+02  0.10473112E+00  0.10473112E+00  0.10473112E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15642500E+02  0.10330457E+00  0.10330457E+00  0.10330457E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15656200E+02  0.10157641E+00  0.10157641E+00  0.10157641E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15669900E+02  0.99916119E-01  0.99916119E-01  0.99916119E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15683700E+02  0.98666710E-01  0.98666710E-01  0.98666710E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15697400E+02  0.97445509E-01  0.97445509E-01  0.97445509E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15711200E+02  0.96759201E-01  0.96759201E-01  0.96759201E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15724900E+02  0.95985326E-01  0.95985326E-01  0.95985326E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15738700E+02  0.95891015E-01  0.95891015E-01  0.95891015E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15752400E+02  0.95827169E-01  0.95827169E-01  0.95827169E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15766200E+02  0.96439505E-01  0.96439505E-01  0.96439505E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15779900E+02  0.96934649E-01  0.96934649E-01  0.96934649E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15793700E+02  0.98003029E-01  0.98003029E-01  0.98003029E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15807400E+02  0.98951135E-01  0.98951135E-01  0.98951135E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15821200E+02  0.10049553E+00  0.10049553E+00  0.10049553E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15834900E+02  0.10179042E+00  0.10179042E+00  0.10179042E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15848600E+02  0.10324951E+00  0.10324951E+00  0.10324951E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15862400E+02  0.10504511E+00  0.10504511E+00  0.10504511E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15876100E+02  0.10667344E+00  0.10667344E+00  0.10667344E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15889900E+02  0.10870679E+00  0.10870679E+00  0.10870679E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15903600E+02  0.11055266E+00  0.11055266E+00  0.11055266E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15917400E+02  0.11283131E+00  0.11283131E+00  0.11283131E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15931100E+02  0.11475926E+00  0.11475926E+00  0.11475926E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15944900E+02  0.11731132E+00  0.11731132E+00  0.11731132E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15958600E+02  0.11932947E+00  0.11932947E+00  0.11932947E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15972400E+02  0.12205251E+00  0.12205251E+00  0.12205251E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15986100E+02  0.12436594E+00  0.12436594E+00  0.12436594E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.15999900E+02  0.12743421E+00  0.12743421E+00  0.12743421E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16013600E+02  0.13018592E+00  0.13018592E+00  0.13018592E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16027400E+02  0.13371717E+00  0.13371717E+00  0.13371717E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16041100E+02  0.13701718E+00  0.13701718E+00  0.13701718E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16054800E+02  0.14023546E+00  0.14023546E+00  0.14023546E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16068600E+02  0.14398922E+00  0.14398922E+00  0.14398922E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16082300E+02  0.14712336E+00  0.14712336E+00  0.14712336E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16096100E+02  0.15069596E+00  0.15069596E+00  0.15069596E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16109800E+02  0.15345515E+00  0.15345515E+00  0.15345515E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16123600E+02  0.15669739E+00  0.15669739E+00  0.15669739E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16137300E+02  0.15893988E+00  0.15893988E+00  0.15893988E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16151100E+02  0.16162709E+00  0.16162709E+00  0.16162709E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16164800E+02  0.16337549E+00  0.16337549E+00  0.16337549E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16178600E+02  0.16577561E+00  0.16577561E+00  0.16577561E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16192300E+02  0.16710272E+00  0.16710272E+00  0.16710272E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16206100E+02  0.16920936E+00  0.16920936E+00  0.16920936E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16219800E+02  0.17040392E+00  0.17040392E+00  0.17040392E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16233500E+02  0.17164828E+00  0.17164828E+00  0.17164828E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16247300E+02  0.17385905E+00  0.17385905E+00  0.17385905E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16261000E+02  0.17528051E+00  0.17528051E+00  0.17528051E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16274800E+02  0.17811259E+00  0.17811259E+00  0.17811259E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16288500E+02  0.18032000E+00  0.18032000E+00  0.18032000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16302300E+02  0.18384021E+00  0.18384021E+00  0.18384021E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16316000E+02  0.18668468E+00  0.18668468E+00  0.18668468E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16329800E+02  0.19066178E+00  0.19066178E+00  0.19066178E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16343500E+02  0.19367775E+00  0.19367775E+00  0.19367775E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16357300E+02  0.19739628E+00  0.19739628E+00  0.19739628E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16371000E+02  0.19982176E+00  0.19982176E+00  0.19982176E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16384800E+02  0.20284339E+00  0.20284339E+00  0.20284339E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16398500E+02  0.20436372E+00  0.20436372E+00  0.20436372E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16412300E+02  0.20644868E+00  0.20644868E+00  0.20644868E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16426000E+02  0.20728219E+00  0.20728219E+00  0.20728219E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16439700E+02  0.20791465E+00  0.20791465E+00  0.20791465E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16453500E+02  0.20947138E+00  0.20947138E+00  0.20947138E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16467200E+02  0.21007049E+00  0.21007049E+00  0.21007049E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16481000E+02  0.21202237E+00  0.21202237E+00  0.21202237E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16494700E+02  0.21345195E+00  0.21345195E+00  0.21345195E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16508500E+02  0.21635620E+00  0.21635620E+00  0.21635620E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16522200E+02  0.21864926E+00  0.21864926E+00  0.21864926E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16536000E+02  0.22249080E+00  0.22249080E+00  0.22249080E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16549700E+02  0.22552531E+00  0.22552531E+00  0.22552531E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16563500E+02  0.22972203E+00  0.22972203E+00  0.22972203E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16577200E+02  0.23284925E+00  0.23284925E+00  0.23284925E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16591000E+02  0.23694396E+00  0.23694396E+00  0.23694396E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16604700E+02  0.23985614E+00  0.23985614E+00  0.23985614E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16618500E+02  0.24370282E+00  0.24370282E+00  0.24370282E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16632200E+02  0.24652956E+00  0.24652956E+00  0.24652956E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16645900E+02  0.24925131E+00  0.24925131E+00  0.24925131E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16659700E+02  0.25292493E+00  0.25292493E+00  0.25292493E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16673400E+02  0.25546788E+00  0.25546788E+00  0.25546788E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16687200E+02  0.25894634E+00  0.25894634E+00  0.25894634E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16700900E+02  0.26135691E+00  0.26135691E+00  0.26135691E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16714700E+02  0.26471340E+00  0.26471340E+00  0.26471340E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16728400E+02  0.26686824E+00  0.26686824E+00  0.26686824E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16742200E+02  0.26994049E+00  0.26994049E+00  0.26994049E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16755900E+02  0.27187599E+00  0.27187599E+00  0.27187599E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16769700E+02  0.27461596E+00  0.27461596E+00  0.27461596E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16783400E+02  0.27637321E+00  0.27637321E+00  0.27637321E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16797200E+02  0.27904336E+00  0.27904336E+00  0.27904336E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16810900E+02  0.28083683E+00  0.28083683E+00  0.28083683E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16824600E+02  0.28266918E+00  0.28266918E+00  0.28266918E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16838400E+02  0.28532744E+00  0.28532744E+00  0.28532744E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16852100E+02  0.28706408E+00  0.28706408E+00  0.28706408E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16865900E+02  0.28974307E+00  0.28974307E+00  0.28974307E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16879600E+02  0.29157205E+00  0.29157205E+00  0.29157205E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16893400E+02  0.29438092E+00  0.29438092E+00  0.29438092E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16907100E+02  0.29645744E+00  0.29645744E+00  0.29645744E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16920900E+02  0.29959370E+00  0.29959370E+00  0.29959370E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16934600E+02  0.30194576E+00  0.30194576E+00  0.30194576E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16948400E+02  0.30533186E+00  0.30533186E+00  0.30533186E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
