   #Energy      xx(%)           yy(%)
 108.317      0.9988E+02      0.9988E+02
 108.336      0.9988E+02      0.9988E+02
 108.354      0.9988E+02      0.9988E+02
 108.372      0.9988E+02      0.9988E+02
 108.391      0.9988E+02      0.9988E+02
 108.409      0.9988E+02      0.9988E+02
 108.427      0.9988E+02      0.9988E+02
 108.445      0.9988E+02      0.9988E+02
 108.464      0.9988E+02      0.9988E+02
 108.482      0.9988E+02      0.9988E+02
 108.500      0.9989E+02      0.9989E+02
 108.519      0.9989E+02      0.9989E+02
 108.537      0.9989E+02      0.9989E+02
 108.555      0.9989E+02      0.9989E+02
 108.573      0.9989E+02      0.9989E+02
 108.592      0.9989E+02      0.9989E+02
 108.610      0.9989E+02      0.9989E+02
 108.628      0.9989E+02      0.9989E+02
 108.647      0.9989E+02      0.9989E+02
 108.665      0.9989E+02      0.9989E+02
 108.683      0.9989E+02      0.9989E+02
 108.702      0.9989E+02      0.9989E+02
 108.720      0.9989E+02      0.9989E+02
 108.738      0.9989E+02      0.9989E+02
 108.756      0.9989E+02      0.9989E+02
 108.775      0.9989E+02      0.9989E+02
 108.793      0.9989E+02      0.9989E+02
 108.811      0.9989E+02      0.9989E+02
 108.830      0.9990E+02      0.9990E+02
 108.848      0.9990E+02      0.9990E+02
 108.866      0.9990E+02      0.9990E+02
 108.885      0.9990E+02      0.9990E+02
 108.903      0.9990E+02      0.9990E+02
 108.921      0.9990E+02      0.9990E+02
 108.939      0.9990E+02      0.9990E+02
 108.958      0.9990E+02      0.9990E+02
 108.976      0.9990E+02      0.9990E+02
 108.994      0.9990E+02      0.9990E+02
 109.013      0.9990E+02      0.9990E+02
 109.031      0.9990E+02      0.9990E+02
 109.049      0.9990E+02      0.9990E+02
 109.067      0.9990E+02      0.9990E+02
 109.086      0.9990E+02      0.9990E+02
 109.104      0.9990E+02      0.9990E+02
 109.122      0.9990E+02      0.9990E+02
 109.141      0.9990E+02      0.9990E+02
 109.159      0.9990E+02      0.9990E+02
 109.177      0.9990E+02      0.9990E+02
 109.195      0.9990E+02      0.9990E+02
 109.214      0.9990E+02      0.9990E+02
 109.232      0.9990E+02      0.9990E+02
 109.250      0.9990E+02      0.9990E+02
 109.269      0.9990E+02      0.9990E+02
 109.287      0.9990E+02      0.9990E+02
 109.305      0.9990E+02      0.9990E+02
 109.323      0.9990E+02      0.9990E+02
 109.342      0.9990E+02      0.9990E+02
 109.360      0.9990E+02      0.9990E+02
 109.378      0.9990E+02      0.9990E+02
 109.397      0.9990E+02      0.9990E+02
 109.415      0.9990E+02      0.9990E+02
 109.433      0.9990E+02      0.9990E+02
 109.451      0.9990E+02      0.9990E+02
 109.470      0.9990E+02      0.9990E+02
 109.488      0.9990E+02      0.9990E+02
 109.506      0.9990E+02      0.9990E+02
 109.525      0.9990E+02      0.9990E+02
 109.543      0.9990E+02      0.9990E+02
 109.561      0.9990E+02      0.9990E+02
 109.579      0.9990E+02      0.9990E+02
 109.598      0.9990E+02      0.9990E+02
 109.616      0.9990E+02      0.9990E+02
 109.634      0.9990E+02      0.9990E+02
 109.653      0.9990E+02      0.9990E+02
 109.671      0.9990E+02      0.9990E+02
 109.689      0.9990E+02      0.9990E+02
 109.707      0.9990E+02      0.9990E+02
 109.726      0.9990E+02      0.9990E+02
 109.744      0.9990E+02      0.9990E+02
 109.762      0.9990E+02      0.9990E+02
 109.781      0.9990E+02      0.9990E+02
 109.799      0.9990E+02      0.9990E+02
 109.817      0.9990E+02      0.9990E+02
 109.836      0.9990E+02      0.9990E+02
 109.854      0.9990E+02      0.9990E+02
 109.872      0.9990E+02      0.9990E+02
 109.891      0.9990E+02      0.9990E+02
 109.909      0.9990E+02      0.9990E+02
 109.927      0.9990E+02      0.9990E+02
 109.945      0.9990E+02      0.9990E+02
 109.964      0.9990E+02      0.9990E+02
 109.982      0.9990E+02      0.9990E+02
 110.000      0.9990E+02      0.9990E+02
 110.019      0.9990E+02      0.9990E+02
 110.037      0.9990E+02      0.9990E+02
 110.055      0.9990E+02      0.9990E+02
 110.073      0.9990E+02      0.9990E+02
 110.092      0.9990E+02      0.9990E+02
 110.110      0.9990E+02      0.9990E+02
 110.128      0.9990E+02      0.9990E+02
 110.147      0.9990E+02      0.9990E+02
 110.165      0.9990E+02      0.9990E+02
 110.183      0.9990E+02      0.9990E+02
 110.201      0.9990E+02      0.9990E+02
 110.220      0.9990E+02      0.9990E+02
 110.238      0.9990E+02      0.9990E+02
 110.256      0.9990E+02      0.9990E+02
 110.275      0.9990E+02      0.9990E+02
 110.293      0.9990E+02      0.9990E+02
 110.311      0.9990E+02      0.9990E+02
 110.329      0.9990E+02      0.9990E+02
 110.348      0.9990E+02      0.9990E+02
 110.366      0.9990E+02      0.9990E+02
 110.384      0.9990E+02      0.9990E+02
 110.403      0.9990E+02      0.9990E+02
 110.421      0.9990E+02      0.9990E+02
 110.439      0.9990E+02      0.9990E+02
 110.457      0.9990E+02      0.9990E+02
 110.476      0.9990E+02      0.9990E+02
 110.494      0.9990E+02      0.9990E+02
 110.512      0.9990E+02      0.9990E+02
 110.531      0.9990E+02      0.9990E+02
 110.549      0.9990E+02      0.9990E+02
 110.567      0.9990E+02      0.9990E+02
 110.585      0.9990E+02      0.9990E+02
 110.604      0.9990E+02      0.9990E+02
 110.622      0.9990E+02      0.9990E+02
 110.640      0.9990E+02      0.9990E+02
 110.659      0.9990E+02      0.9990E+02
 110.677      0.9990E+02      0.9990E+02
 110.695      0.9990E+02      0.9990E+02
 110.713      0.9990E+02      0.9990E+02
 110.732      0.9990E+02      0.9990E+02
 110.750      0.9990E+02      0.9990E+02
 110.768      0.9990E+02      0.9990E+02
 110.787      0.9990E+02      0.9990E+02
 110.805      0.9990E+02      0.9990E+02
 110.823      0.9990E+02      0.9990E+02
 110.842      0.9990E+02      0.9990E+02
 110.860      0.9990E+02      0.9990E+02
 110.878      0.9990E+02      0.9990E+02
 110.896      0.9990E+02      0.9990E+02
 110.915      0.9990E+02      0.9990E+02
 110.933      0.9990E+02      0.9990E+02
 110.951      0.9990E+02      0.9990E+02
 110.970      0.9990E+02      0.9990E+02
 110.988      0.9990E+02      0.9990E+02
 111.006      0.9990E+02      0.9990E+02
 111.025      0.9990E+02      0.9990E+02
 111.043      0.9990E+02      0.9990E+02
 111.061      0.9990E+02      0.9990E+02
 111.079      0.9990E+02      0.9990E+02
 111.098      0.9990E+02      0.9990E+02
 111.116      0.9990E+02      0.9990E+02
 111.134      0.9990E+02      0.9990E+02
 111.153      0.9990E+02      0.9990E+02
 111.171      0.9990E+02      0.9990E+02
 111.189      0.9990E+02      0.9990E+02
 111.207      0.9990E+02      0.9990E+02
 111.226      0.9990E+02      0.9990E+02
 111.244      0.9990E+02      0.9990E+02
 111.262      0.9990E+02      0.9990E+02
 111.281      0.9990E+02      0.9990E+02
 111.299      0.9990E+02      0.9990E+02
 111.317      0.9990E+02      0.9990E+02
 111.335      0.9990E+02      0.9990E+02
 111.354      0.9990E+02      0.9990E+02
 111.372      0.9990E+02      0.9990E+02
 111.390      0.9990E+02      0.9990E+02
 111.409      0.9990E+02      0.9990E+02
 111.427      0.9990E+02      0.9990E+02
 111.445      0.9990E+02      0.9990E+02
 111.463      0.9990E+02      0.9990E+02
 111.482      0.9990E+02      0.9990E+02
 111.500      0.9990E+02      0.9990E+02
 111.518      0.9990E+02      0.9990E+02
 111.537      0.9990E+02      0.9990E+02
 111.555      0.9990E+02      0.9990E+02
 111.573      0.9990E+02      0.9990E+02
 111.591      0.9990E+02      0.9990E+02
 111.610      0.9990E+02      0.9990E+02
 111.628      0.9990E+02      0.9990E+02
 111.646      0.9990E+02      0.9990E+02
 111.665      0.9990E+02      0.9990E+02
 111.683      0.9990E+02      0.9990E+02
 111.701      0.9990E+02      0.9990E+02
 111.719      0.9990E+02      0.9990E+02
 111.738      0.9990E+02      0.9990E+02
 111.756      0.9990E+02      0.9990E+02
 111.774      0.9990E+02      0.9990E+02
 111.793      0.9990E+02      0.9990E+02
 111.811      0.9990E+02      0.9990E+02
 111.829      0.9990E+02      0.9990E+02
 111.848      0.9990E+02      0.9990E+02
 111.866      0.9990E+02      0.9990E+02
 111.884      0.9990E+02      0.9990E+02
 111.902      0.9990E+02      0.9990E+02
 111.921      0.9990E+02      0.9990E+02
 111.939      0.9990E+02      0.9990E+02
 111.957      0.9990E+02      0.9990E+02
 111.976      0.9990E+02      0.9990E+02
 111.994      0.9990E+02      0.9990E+02
 112.012      0.9990E+02      0.9990E+02
 112.031      0.9990E+02      0.9990E+02
 112.049      0.9990E+02      0.9990E+02
 112.067      0.9990E+02      0.9990E+02
 112.085      0.9990E+02      0.9990E+02
 112.104      0.9990E+02      0.9990E+02
 112.122      0.9990E+02      0.9990E+02
 112.140      0.9990E+02      0.9990E+02
 112.159      0.9990E+02      0.9990E+02
 112.177      0.9990E+02      0.9990E+02
 112.195      0.9990E+02      0.9990E+02
 112.213      0.9990E+02      0.9990E+02
 112.232      0.9990E+02      0.9990E+02
 112.250      0.9990E+02      0.9990E+02
 112.268      0.9990E+02      0.9990E+02
 112.287      0.9990E+02      0.9990E+02
 112.305      0.9990E+02      0.9990E+02
 112.323      0.9990E+02      0.9990E+02
 112.341      0.9989E+02      0.9989E+02
 112.360      0.9989E+02      0.9989E+02
 112.378      0.9989E+02      0.9989E+02
 112.396      0.9989E+02      0.9989E+02
 112.415      0.9989E+02      0.9989E+02
 112.433      0.9989E+02      0.9989E+02
 112.451      0.9989E+02      0.9989E+02
 112.469      0.9989E+02      0.9989E+02
 112.488      0.9989E+02      0.9989E+02
 112.506      0.9989E+02      0.9989E+02
 112.524      0.9989E+02      0.9989E+02
 112.543      0.9989E+02      0.9989E+02
 112.561      0.9989E+02      0.9989E+02
 112.579      0.9989E+02      0.9989E+02
 112.597      0.9989E+02      0.9989E+02
 112.616      0.9989E+02      0.9989E+02
 112.634      0.9989E+02      0.9989E+02
 112.652      0.9989E+02      0.9989E+02
 112.671      0.9989E+02      0.9989E+02
 112.689      0.9989E+02      0.9989E+02
 112.707      0.9989E+02      0.9989E+02
 112.725      0.9989E+02      0.9989E+02
 112.744      0.9989E+02      0.9989E+02
 112.762      0.9989E+02      0.9989E+02
 112.780      0.9989E+02      0.9989E+02
 112.799      0.9989E+02      0.9989E+02
 112.817      0.9989E+02      0.9989E+02
 112.835      0.9989E+02      0.9989E+02
 112.853      0.9989E+02      0.9989E+02
 112.872      0.9989E+02      0.9989E+02
 112.890      0.9989E+02      0.9989E+02
 112.908      0.9989E+02      0.9989E+02
 112.927      0.9989E+02      0.9989E+02
 112.945      0.9989E+02      0.9989E+02
 112.963      0.9989E+02      0.9989E+02
 112.982      0.9989E+02      0.9989E+02
 113.000      0.9989E+02      0.9989E+02
 113.018      0.9989E+02      0.9989E+02
 113.037      0.9990E+02      0.9990E+02
 113.055      0.9990E+02      0.9990E+02
 113.073      0.9990E+02      0.9990E+02
 113.091      0.9990E+02      0.9990E+02
 113.110      0.9990E+02      0.9990E+02
 113.128      0.9990E+02      0.9990E+02
 113.146      0.9990E+02      0.9990E+02
 113.165      0.9990E+02      0.9990E+02
 113.183      0.9990E+02      0.9990E+02
 113.201      0.9990E+02      0.9990E+02
 113.219      0.9990E+02      0.9990E+02
 113.238      0.9990E+02      0.9990E+02
 113.256      0.9991E+02      0.9991E+02
 113.274      0.9991E+02      0.9991E+02
 113.293      0.9991E+02      0.9991E+02
 113.311      0.9991E+02      0.9991E+02
 113.329      0.9991E+02      0.9991E+02
 113.347      0.9991E+02      0.9991E+02
 113.366      0.9991E+02      0.9991E+02
 113.384      0.9991E+02      0.9991E+02
 113.402      0.9991E+02      0.9991E+02
 113.421      0.9991E+02      0.9991E+02
 113.439      0.9991E+02      0.9991E+02
 113.457      0.9991E+02      0.9991E+02
 113.475      0.9991E+02      0.9991E+02
 113.494      0.9991E+02      0.9991E+02
 113.512      0.9991E+02      0.9991E+02
 113.530      0.9991E+02      0.9991E+02
 113.549      0.9991E+02      0.9991E+02
 113.567      0.9991E+02      0.9991E+02
 113.585      0.9991E+02      0.9991E+02
 113.603      0.9991E+02      0.9991E+02
 113.622      0.9991E+02      0.9991E+02
 113.640      0.9991E+02      0.9991E+02
 113.658      0.9991E+02      0.9991E+02
 113.677      0.9991E+02      0.9991E+02
 113.695      0.9991E+02      0.9991E+02
 113.713      0.9991E+02      0.9991E+02
 113.731      0.9991E+02      0.9991E+02
 113.750      0.9991E+02      0.9991E+02
 113.768      0.9991E+02      0.9991E+02
 113.786      0.9991E+02      0.9991E+02
 113.805      0.9991E+02      0.9991E+02
 113.823      0.9991E+02      0.9991E+02
 113.841      0.9991E+02      0.9991E+02
 113.859      0.9991E+02      0.9991E+02
 113.878      0.9991E+02      0.9991E+02
 113.896      0.9991E+02      0.9991E+02
 113.914      0.9991E+02      0.9991E+02
 113.933      0.9991E+02      0.9991E+02
 113.951      0.9991E+02      0.9991E+02
 113.969      0.9991E+02      0.9991E+02
 113.988      0.9991E+02      0.9991E+02
 114.006      0.9991E+02      0.9991E+02
 114.024      0.9991E+02      0.9991E+02
 114.042      0.9991E+02      0.9991E+02
 114.061      0.9991E+02      0.9991E+02
 114.079      0.9991E+02      0.9991E+02
 114.097      0.9991E+02      0.9991E+02
 114.116      0.9990E+02      0.9990E+02
 114.134      0.9990E+02      0.9990E+02
 114.152      0.9990E+02      0.9990E+02
 114.171      0.9990E+02      0.9990E+02
 114.189      0.9990E+02      0.9990E+02
 114.207      0.9990E+02      0.9990E+02
 114.225      0.9990E+02      0.9990E+02
 114.244      0.9990E+02      0.9990E+02
 114.262      0.9990E+02      0.9990E+02
 114.280      0.9990E+02      0.9990E+02
 114.299      0.9989E+02      0.9989E+02
 114.317      0.9989E+02      0.9989E+02
 114.335      0.9989E+02      0.9989E+02
 114.353      0.9989E+02      0.9989E+02
 114.372      0.9989E+02      0.9989E+02
 114.390      0.9989E+02      0.9989E+02
 114.408      0.9989E+02      0.9989E+02
 114.427      0.9989E+02      0.9989E+02
 114.445      0.9989E+02      0.9989E+02
 114.463      0.9989E+02      0.9989E+02
 114.481      0.9989E+02      0.9989E+02
 114.500      0.9989E+02      0.9989E+02
 114.518      0.9989E+02      0.9989E+02
 114.536      0.9989E+02      0.9989E+02
 114.555      0.9989E+02      0.9989E+02
 114.573      0.9989E+02      0.9989E+02
 114.591      0.9989E+02      0.9989E+02
 114.609      0.9989E+02      0.9989E+02
 114.628      0.9989E+02      0.9989E+02
 114.646      0.9989E+02      0.9989E+02
 114.664      0.9989E+02      0.9989E+02
 114.683      0.9989E+02      0.9989E+02
 114.701      0.9989E+02      0.9989E+02
 114.719      0.9989E+02      0.9989E+02
 114.737      0.9989E+02      0.9989E+02
 114.756      0.9989E+02      0.9989E+02
 114.774      0.9989E+02      0.9989E+02
 114.792      0.9989E+02      0.9989E+02
 114.811      0.9989E+02      0.9989E+02
 114.829      0.9989E+02      0.9989E+02
 114.847      0.9989E+02      0.9989E+02
 114.865      0.9989E+02      0.9989E+02
 114.884      0.9989E+02      0.9989E+02
 114.902      0.9989E+02      0.9989E+02
 114.920      0.9989E+02      0.9989E+02
 114.939      0.9989E+02      0.9989E+02
 114.957      0.9989E+02      0.9989E+02
 114.975      0.9989E+02      0.9989E+02
 114.994      0.9989E+02      0.9989E+02
 115.012      0.9989E+02      0.9989E+02
 115.030      0.9989E+02      0.9989E+02
 115.048      0.9990E+02      0.9990E+02
 115.067      0.9990E+02      0.9990E+02
 115.085      0.9990E+02      0.9990E+02
 115.103      0.9990E+02      0.9990E+02
 115.122      0.9990E+02      0.9990E+02
 115.140      0.9990E+02      0.9990E+02
 115.158      0.9990E+02      0.9990E+02
 115.177      0.9990E+02      0.9990E+02
 115.195      0.9990E+02      0.9990E+02
 115.213      0.9990E+02      0.9990E+02
 115.231      0.9991E+02      0.9991E+02
 115.250      0.9991E+02      0.9991E+02
 115.268      0.9991E+02      0.9991E+02
 115.286      0.9991E+02      0.9991E+02
 115.305      0.9991E+02      0.9991E+02
 115.323      0.9991E+02      0.9991E+02
 115.341      0.9991E+02      0.9991E+02
 115.359      0.9991E+02      0.9991E+02
 115.378      0.9991E+02      0.9991E+02
 115.396      0.9991E+02      0.9991E+02
 115.414      0.9991E+02      0.9991E+02
 115.433      0.9991E+02      0.9991E+02
 115.451      0.9991E+02      0.9991E+02
 115.469      0.9991E+02      0.9991E+02
 115.487      0.9991E+02      0.9991E+02
 115.506      0.9991E+02      0.9991E+02
 115.524      0.9991E+02      0.9991E+02
 115.542      0.9991E+02      0.9991E+02
 115.561      0.9991E+02      0.9991E+02
 115.579      0.9991E+02      0.9991E+02
 115.597      0.9991E+02      0.9991E+02
 115.615      0.9991E+02      0.9991E+02
 115.634      0.9991E+02      0.9991E+02
 115.652      0.9991E+02      0.9991E+02
 115.670      0.9991E+02      0.9991E+02
 115.689      0.9991E+02      0.9991E+02
 115.707      0.9991E+02      0.9991E+02
 115.725      0.9991E+02      0.9991E+02
 115.743      0.9991E+02      0.9991E+02
 115.762      0.9991E+02      0.9991E+02
 115.780      0.9991E+02      0.9991E+02
 115.798      0.9991E+02      0.9991E+02
 115.817      0.9991E+02      0.9991E+02
 115.835      0.9991E+02      0.9991E+02
 115.853      0.9991E+02      0.9991E+02
 115.871      0.9991E+02      0.9991E+02
 115.890      0.9991E+02      0.9991E+02
 115.908      0.9991E+02      0.9991E+02
 115.926      0.9991E+02      0.9991E+02
 115.945      0.9991E+02      0.9991E+02
 115.963      0.9991E+02      0.9991E+02
 115.981      0.9991E+02      0.9991E+02
 115.999      0.9991E+02      0.9991E+02
 116.018      0.9991E+02      0.9991E+02
 116.036      0.9991E+02      0.9991E+02
 116.054      0.9992E+02      0.9992E+02
 116.073      0.9992E+02      0.9992E+02
 116.091      0.9992E+02      0.9992E+02
 116.109      0.9992E+02      0.9992E+02
 116.128      0.9992E+02      0.9992E+02
 116.146      0.9992E+02      0.9992E+02
 116.164      0.9992E+02      0.9992E+02
 116.182      0.9992E+02      0.9992E+02
 116.201      0.9992E+02      0.9992E+02
 116.219      0.9992E+02      0.9992E+02
 116.237      0.9992E+02      0.9992E+02
 116.256      0.9992E+02      0.9992E+02
 116.274      0.9992E+02      0.9992E+02
 116.292      0.9992E+02      0.9992E+02
 116.311      0.9992E+02      0.9992E+02
 116.329      0.9992E+02      0.9992E+02
 116.347      0.9992E+02      0.9992E+02
 116.365      0.9992E+02      0.9992E+02
 116.384      0.9992E+02      0.9992E+02
 116.402      0.9992E+02      0.9992E+02
 116.420      0.9992E+02      0.9992E+02
 116.439      0.9992E+02      0.9992E+02
 116.457      0.9991E+02      0.9991E+02
 116.475      0.9991E+02      0.9991E+02
 116.493      0.9991E+02      0.9991E+02
 116.512      0.9991E+02      0.9991E+02
 116.530      0.9991E+02      0.9991E+02
 116.548      0.9991E+02      0.9991E+02
 116.567      0.9991E+02      0.9991E+02
 116.585      0.9991E+02      0.9991E+02
 116.603      0.9991E+02      0.9991E+02
 116.621      0.9991E+02      0.9991E+02
 116.640      0.9991E+02      0.9991E+02
 116.658      0.9991E+02      0.9991E+02
 116.676      0.9991E+02      0.9991E+02
 116.695      0.9991E+02      0.9991E+02
 116.713      0.9991E+02      0.9991E+02
 116.731      0.9991E+02      0.9991E+02
 116.749      0.9991E+02      0.9991E+02
 116.768      0.9991E+02      0.9991E+02
 116.786      0.9991E+02      0.9991E+02
 116.804      0.9991E+02      0.9991E+02
 116.823      0.9991E+02      0.9991E+02
 116.841      0.9991E+02      0.9991E+02
 116.859      0.9991E+02      0.9991E+02
 116.877      0.9991E+02      0.9991E+02
 116.896      0.9991E+02      0.9991E+02
 116.914      0.9991E+02      0.9991E+02
 116.932      0.9991E+02      0.9991E+02
 116.951      0.9991E+02      0.9991E+02
 116.969      0.9991E+02      0.9991E+02
 116.987      0.9991E+02      0.9991E+02
 117.005      0.9991E+02      0.9991E+02
 117.024      0.9991E+02      0.9991E+02
 117.042      0.9991E+02      0.9991E+02
 117.060      0.9991E+02      0.9991E+02
 117.079      0.9991E+02      0.9991E+02
 117.097      0.9991E+02      0.9991E+02
 117.115      0.9991E+02      0.9991E+02
 117.134      0.9991E+02      0.9991E+02
 117.152      0.9991E+02      0.9991E+02
 117.170      0.9991E+02      0.9991E+02
 117.188      0.9991E+02      0.9991E+02
 117.207      0.9991E+02      0.9991E+02
 117.225      0.9991E+02      0.9991E+02
 117.243      0.9991E+02      0.9991E+02
 117.262      0.9991E+02      0.9991E+02
 117.280      0.9991E+02      0.9991E+02
 117.298      0.9991E+02      0.9991E+02
 117.317      0.9991E+02      0.9991E+02
 117.335      0.9991E+02      0.9991E+02
 117.353      0.9991E+02      0.9991E+02
 117.371      0.9991E+02      0.9991E+02
 117.390      0.9991E+02      0.9991E+02
 117.408      0.9991E+02      0.9991E+02
 117.426      0.9991E+02      0.9991E+02
 117.445      0.9991E+02      0.9991E+02
 117.463      0.9991E+02      0.9991E+02
 117.481      0.9991E+02      0.9991E+02
 117.499      0.9991E+02      0.9991E+02
 117.518      0.9991E+02      0.9991E+02
 117.536      0.9991E+02      0.9991E+02
 117.554      0.9991E+02      0.9991E+02
 117.573      0.9991E+02      0.9991E+02
 117.591      0.9991E+02      0.9991E+02
 117.609      0.9991E+02      0.9991E+02
 117.627      0.9991E+02      0.9991E+02
 117.646      0.9991E+02      0.9991E+02
 117.664      0.9991E+02      0.9991E+02
 117.682      0.9991E+02      0.9991E+02
 117.701      0.9991E+02      0.9991E+02
 117.719      0.9991E+02      0.9991E+02
 117.737      0.9991E+02      0.9991E+02
 117.755      0.9991E+02      0.9991E+02
 117.774      0.9991E+02      0.9991E+02
 117.792      0.9991E+02      0.9991E+02
 117.810      0.9991E+02      0.9991E+02
 117.829      0.9991E+02      0.9991E+02
 117.847      0.9991E+02      0.9991E+02
 117.865      0.9991E+02      0.9991E+02
 117.883      0.9991E+02      0.9991E+02
 117.902      0.9991E+02      0.9991E+02
 117.920      0.9990E+02      0.9990E+02
 117.938      0.9990E+02      0.9990E+02
 117.957      0.9990E+02      0.9990E+02
 117.975      0.9990E+02      0.9990E+02
 117.993      0.9990E+02      0.9990E+02
 118.011      0.9990E+02      0.9990E+02
 118.030      0.9990E+02      0.9990E+02
 118.048      0.9990E+02      0.9990E+02
 118.066      0.9990E+02      0.9990E+02
 118.085      0.9990E+02      0.9990E+02
 118.103      0.9990E+02      0.9990E+02
 118.121      0.9990E+02      0.9990E+02
 118.140      0.9990E+02      0.9990E+02
 118.158      0.9990E+02      0.9990E+02
 118.176      0.9990E+02      0.9990E+02
 118.194      0.9990E+02      0.9990E+02
 118.213      0.9990E+02      0.9990E+02
 118.231      0.9990E+02      0.9990E+02
 118.249      0.9990E+02      0.9990E+02
 118.268      0.9990E+02      0.9990E+02
 118.286      0.9990E+02      0.9990E+02
 118.304      0.9990E+02      0.9990E+02
 118.323      0.9990E+02      0.9990E+02
 118.341      0.9990E+02      0.9990E+02
 118.359      0.9990E+02      0.9990E+02
 118.377      0.9990E+02      0.9990E+02
 118.396      0.9990E+02      0.9990E+02
 118.414      0.9990E+02      0.9990E+02
 118.432      0.9990E+02      0.9990E+02
 118.451      0.9990E+02      0.9990E+02
 118.469      0.9990E+02      0.9990E+02
 118.487      0.9990E+02      0.9990E+02
 118.505      0.9990E+02      0.9990E+02
 118.524      0.9990E+02      0.9990E+02
 118.542      0.9990E+02      0.9990E+02
 118.560      0.9990E+02      0.9990E+02
 118.579      0.9990E+02      0.9990E+02
 118.597      0.9990E+02      0.9990E+02
 118.615      0.9989E+02      0.9989E+02
 118.633      0.9989E+02      0.9989E+02
 118.652      0.9989E+02      0.9989E+02
 118.670      0.9989E+02      0.9989E+02
 118.688      0.9989E+02      0.9989E+02
 118.707      0.9989E+02      0.9989E+02
 118.725      0.9989E+02      0.9989E+02
 118.743      0.9989E+02      0.9989E+02
 118.761      0.9989E+02      0.9989E+02
 118.780      0.9989E+02      0.9989E+02
 118.798      0.9989E+02      0.9989E+02
 118.816      0.9989E+02      0.9989E+02
 118.835      0.9989E+02      0.9989E+02
 118.853      0.9989E+02      0.9989E+02
 118.871      0.9989E+02      0.9989E+02
 118.889      0.9989E+02      0.9989E+02
 118.908      0.9989E+02      0.9989E+02
 118.926      0.9989E+02      0.9989E+02
 118.944      0.9989E+02      0.9989E+02
 118.963      0.9989E+02      0.9989E+02
 118.981      0.9989E+02      0.9989E+02
 118.999      0.9989E+02      0.9989E+02
 119.017      0.9989E+02      0.9989E+02
 119.036      0.9990E+02      0.9990E+02
 119.054      0.9990E+02      0.9990E+02
 119.072      0.9990E+02      0.9990E+02
 119.091      0.9990E+02      0.9990E+02
 119.109      0.9990E+02      0.9990E+02
 119.127      0.9990E+02      0.9990E+02
 119.145      0.9990E+02      0.9990E+02
 119.164      0.9990E+02      0.9990E+02
 119.182      0.9990E+02      0.9990E+02
 119.200      0.9990E+02      0.9990E+02
 119.219      0.9990E+02      0.9990E+02
 119.237      0.9990E+02      0.9990E+02
 119.255      0.9990E+02      0.9990E+02
 119.274      0.9990E+02      0.9990E+02
 119.292      0.9990E+02      0.9990E+02
 119.310      0.9990E+02      0.9990E+02
 119.328      0.9990E+02      0.9990E+02
 119.347      0.9990E+02      0.9990E+02
 119.365      0.9990E+02      0.9990E+02
 119.383      0.9990E+02      0.9990E+02
 119.402      0.9990E+02      0.9990E+02
 119.420      0.9990E+02      0.9990E+02
 119.438      0.9990E+02      0.9990E+02
 119.457      0.9990E+02      0.9990E+02
 119.475      0.9990E+02      0.9990E+02
 119.493      0.9990E+02      0.9990E+02
 119.511      0.9990E+02      0.9990E+02
 119.530      0.9990E+02      0.9990E+02
 119.548      0.9990E+02      0.9990E+02
 119.566      0.9990E+02      0.9990E+02
 119.585      0.9990E+02      0.9990E+02
 119.603      0.9990E+02      0.9990E+02
 119.621      0.9990E+02      0.9990E+02
 119.639      0.9990E+02      0.9990E+02
 119.658      0.9990E+02      0.9990E+02
 119.676      0.9990E+02      0.9990E+02
 119.694      0.9990E+02      0.9990E+02
 119.713      0.9990E+02      0.9990E+02
 119.731      0.9990E+02      0.9990E+02
 119.749      0.9990E+02      0.9990E+02
 119.767      0.9990E+02      0.9990E+02
 119.786      0.9990E+02      0.9990E+02
 119.804      0.9990E+02      0.9990E+02
 119.822      0.9990E+02      0.9990E+02
 119.841      0.9990E+02      0.9990E+02
 119.859      0.9990E+02      0.9990E+02
 119.877      0.9990E+02      0.9990E+02
 119.895      0.9990E+02      0.9990E+02
 119.914      0.9990E+02      0.9990E+02
 119.932      0.9990E+02      0.9990E+02
 119.950      0.9990E+02      0.9990E+02
 119.969      0.9990E+02      0.9990E+02
 119.987      0.9990E+02      0.9990E+02
 120.005      0.9990E+02      0.9990E+02
 120.023      0.9990E+02      0.9990E+02
 120.042      0.9990E+02      0.9990E+02
 120.060      0.9990E+02      0.9990E+02
 120.078      0.9990E+02      0.9990E+02
 120.097      0.9990E+02      0.9990E+02
 120.115      0.9990E+02      0.9990E+02
 120.133      0.9990E+02      0.9990E+02
 120.151      0.9990E+02      0.9990E+02
 120.170      0.9990E+02      0.9990E+02
 120.188      0.9990E+02      0.9990E+02
 120.206      0.9990E+02      0.9990E+02
 120.225      0.9990E+02      0.9990E+02
 120.243      0.9991E+02      0.9991E+02
 120.261      0.9991E+02      0.9991E+02
 120.280      0.9991E+02      0.9991E+02
 120.298      0.9991E+02      0.9991E+02
 120.316      0.9991E+02      0.9991E+02
 120.334      0.9991E+02      0.9991E+02
 120.353      0.9991E+02      0.9991E+02
 120.371      0.9991E+02      0.9991E+02
 120.389      0.9991E+02      0.9991E+02
 120.408      0.9991E+02      0.9991E+02
 120.426      0.9991E+02      0.9991E+02
 120.444      0.9991E+02      0.9991E+02
 120.463      0.9991E+02      0.9991E+02
