   #Energy      xx(%)           yy(%)
  44.867      0.9969E+02      0.9969E+02
  44.885      0.9969E+02      0.9969E+02
  44.904      0.9969E+02      0.9969E+02
  44.922      0.9970E+02      0.9970E+02
  44.940      0.9970E+02      0.9970E+02
  44.959      0.9970E+02      0.9970E+02
  44.977      0.9970E+02      0.9970E+02
  44.995      0.9970E+02      0.9970E+02
  45.013      0.9971E+02      0.9971E+02
  45.032      0.9971E+02      0.9971E+02
  45.050      0.9971E+02      0.9971E+02
  45.068      0.9971E+02      0.9971E+02
  45.087      0.9971E+02      0.9971E+02
  45.105      0.9972E+02      0.9972E+02
  45.123      0.9972E+02      0.9972E+02
  45.141      0.9972E+02      0.9972E+02
  45.160      0.9972E+02      0.9972E+02
  45.178      0.9973E+02      0.9973E+02
  45.196      0.9973E+02      0.9973E+02
  45.215      0.9973E+02      0.9973E+02
  45.233      0.9973E+02      0.9973E+02
  45.251      0.9973E+02      0.9973E+02
  45.270      0.9974E+02      0.9974E+02
  45.288      0.9974E+02      0.9974E+02
  45.306      0.9974E+02      0.9974E+02
  45.324      0.9974E+02      0.9974E+02
  45.343      0.9974E+02      0.9974E+02
  45.361      0.9974E+02      0.9974E+02
  45.379      0.9974E+02      0.9974E+02
  45.398      0.9975E+02      0.9975E+02
  45.416      0.9975E+02      0.9975E+02
  45.434      0.9975E+02      0.9975E+02
  45.452      0.9975E+02      0.9975E+02
  45.471      0.9975E+02      0.9975E+02
  45.489      0.9975E+02      0.9975E+02
  45.507      0.9975E+02      0.9975E+02
  45.526      0.9975E+02      0.9975E+02
  45.544      0.9975E+02      0.9975E+02
  45.562      0.9975E+02      0.9975E+02
  45.580      0.9975E+02      0.9975E+02
  45.599      0.9975E+02      0.9975E+02
  45.617      0.9975E+02      0.9975E+02
  45.635      0.9975E+02      0.9975E+02
  45.654      0.9975E+02      0.9975E+02
  45.672      0.9975E+02      0.9975E+02
  45.690      0.9975E+02      0.9975E+02
  45.708      0.9975E+02      0.9975E+02
  45.727      0.9975E+02      0.9975E+02
  45.745      0.9975E+02      0.9975E+02
  45.763      0.9974E+02      0.9974E+02
  45.782      0.9974E+02      0.9974E+02
  45.800      0.9974E+02      0.9974E+02
  45.818      0.9974E+02      0.9974E+02
  45.837      0.9974E+02      0.9974E+02
  45.855      0.9974E+02      0.9974E+02
  45.873      0.9974E+02      0.9974E+02
  45.891      0.9974E+02      0.9974E+02
  45.910      0.9973E+02      0.9973E+02
  45.928      0.9973E+02      0.9973E+02
  45.946      0.9973E+02      0.9973E+02
  45.965      0.9973E+02      0.9973E+02
  45.983      0.9973E+02      0.9973E+02
  46.001      0.9973E+02      0.9973E+02
  46.019      0.9973E+02      0.9973E+02
  46.038      0.9973E+02      0.9973E+02
  46.056      0.9972E+02      0.9972E+02
  46.074      0.9972E+02      0.9972E+02
  46.093      0.9972E+02      0.9972E+02
  46.111      0.9972E+02      0.9972E+02
  46.129      0.9972E+02      0.9972E+02
  46.147      0.9972E+02      0.9972E+02
  46.166      0.9971E+02      0.9971E+02
  46.184      0.9971E+02      0.9971E+02
  46.202      0.9971E+02      0.9971E+02
  46.221      0.9971E+02      0.9971E+02
  46.239      0.9971E+02      0.9971E+02
  46.257      0.9971E+02      0.9971E+02
  46.275      0.9970E+02      0.9970E+02
  46.294      0.9970E+02      0.9970E+02
  46.312      0.9970E+02      0.9970E+02
  46.330      0.9970E+02      0.9970E+02
  46.349      0.9970E+02      0.9970E+02
  46.367      0.9970E+02      0.9970E+02
  46.385      0.9969E+02      0.9969E+02
  46.404      0.9969E+02      0.9969E+02
  46.422      0.9969E+02      0.9969E+02
  46.440      0.9969E+02      0.9969E+02
  46.458      0.9969E+02      0.9969E+02
  46.477      0.9968E+02      0.9968E+02
  46.495      0.9968E+02      0.9968E+02
  46.513      0.9968E+02      0.9968E+02
  46.532      0.9968E+02      0.9968E+02
  46.550      0.9968E+02      0.9968E+02
  46.568      0.9968E+02      0.9968E+02
  46.586      0.9968E+02      0.9968E+02
  46.605      0.9968E+02      0.9968E+02
  46.623      0.9968E+02      0.9968E+02
  46.641      0.9967E+02      0.9967E+02
  46.660      0.9967E+02      0.9967E+02
  46.678      0.9967E+02      0.9967E+02
  46.696      0.9967E+02      0.9967E+02
  46.714      0.9967E+02      0.9967E+02
  46.733      0.9967E+02      0.9967E+02
  46.751      0.9967E+02      0.9967E+02
  46.769      0.9967E+02      0.9967E+02
  46.788      0.9967E+02      0.9967E+02
  46.806      0.9967E+02      0.9967E+02
  46.824      0.9967E+02      0.9967E+02
  46.843      0.9967E+02      0.9967E+02
  46.861      0.9967E+02      0.9967E+02
  46.879      0.9967E+02      0.9967E+02
  46.897      0.9967E+02      0.9967E+02
  46.916      0.9967E+02      0.9967E+02
  46.934      0.9967E+02      0.9967E+02
  46.952      0.9967E+02      0.9967E+02
  46.971      0.9967E+02      0.9967E+02
  46.989      0.9967E+02      0.9967E+02
  47.007      0.9966E+02      0.9966E+02
  47.025      0.9966E+02      0.9966E+02
  47.044      0.9966E+02      0.9966E+02
  47.062      0.9966E+02      0.9966E+02
  47.080      0.9966E+02      0.9966E+02
  47.099      0.9965E+02      0.9965E+02
  47.117      0.9965E+02      0.9965E+02
  47.135      0.9965E+02      0.9965E+02
  47.153      0.9964E+02      0.9964E+02
  47.172      0.9964E+02      0.9964E+02
  47.190      0.9964E+02      0.9964E+02
  47.208      0.9963E+02      0.9963E+02
  47.227      0.9963E+02      0.9963E+02
  47.245      0.9963E+02      0.9963E+02
  47.263      0.9962E+02      0.9962E+02
  47.281      0.9962E+02      0.9962E+02
  47.300      0.9962E+02      0.9962E+02
  47.318      0.9961E+02      0.9961E+02
  47.336      0.9961E+02      0.9961E+02
  47.355      0.9961E+02      0.9961E+02
  47.373      0.9960E+02      0.9960E+02
  47.391      0.9960E+02      0.9960E+02
  47.410      0.9960E+02      0.9960E+02
  47.428      0.9960E+02      0.9960E+02
  47.446      0.9959E+02      0.9959E+02
  47.464      0.9959E+02      0.9959E+02
  47.483      0.9959E+02      0.9959E+02
  47.501      0.9959E+02      0.9959E+02
  47.519      0.9958E+02      0.9958E+02
  47.538      0.9958E+02      0.9958E+02
  47.556      0.9958E+02      0.9958E+02
  47.574      0.9958E+02      0.9958E+02
  47.592      0.9958E+02      0.9958E+02
  47.611      0.9957E+02      0.9957E+02
  47.629      0.9957E+02      0.9957E+02
  47.647      0.9957E+02      0.9957E+02
  47.666      0.9957E+02      0.9957E+02
  47.684      0.9957E+02      0.9957E+02
  47.702      0.9957E+02      0.9957E+02
  47.720      0.9956E+02      0.9956E+02
  47.739      0.9956E+02      0.9956E+02
  47.757      0.9956E+02      0.9956E+02
  47.775      0.9956E+02      0.9956E+02
  47.794      0.9956E+02      0.9956E+02
  47.812      0.9956E+02      0.9956E+02
  47.830      0.9956E+02      0.9956E+02
  47.848      0.9956E+02      0.9956E+02
  47.867      0.9956E+02      0.9956E+02
  47.885      0.9956E+02      0.9956E+02
  47.903      0.9956E+02      0.9956E+02
  47.922      0.9956E+02      0.9956E+02
  47.940      0.9956E+02      0.9956E+02
  47.958      0.9956E+02      0.9956E+02
  47.977      0.9956E+02      0.9956E+02
  47.995      0.9956E+02      0.9956E+02
  48.013      0.9957E+02      0.9957E+02
  48.031      0.9957E+02      0.9957E+02
  48.050      0.9957E+02      0.9957E+02
  48.068      0.9957E+02      0.9957E+02
  48.086      0.9957E+02      0.9957E+02
  48.105      0.9958E+02      0.9958E+02
  48.123      0.9958E+02      0.9958E+02
  48.141      0.9958E+02      0.9958E+02
  48.159      0.9958E+02      0.9958E+02
  48.178      0.9958E+02      0.9958E+02
  48.196      0.9958E+02      0.9958E+02
  48.214      0.9958E+02      0.9958E+02
  48.233      0.9958E+02      0.9958E+02
  48.251      0.9958E+02      0.9958E+02
  48.269      0.9958E+02      0.9958E+02
  48.287      0.9958E+02      0.9958E+02
  48.306      0.9958E+02      0.9958E+02
  48.324      0.9958E+02      0.9958E+02
  48.342      0.9958E+02      0.9958E+02
  48.361      0.9958E+02      0.9958E+02
  48.379      0.9958E+02      0.9958E+02
  48.397      0.9957E+02      0.9957E+02
  48.416      0.9957E+02      0.9957E+02
  48.434      0.9957E+02      0.9957E+02
  48.452      0.9957E+02      0.9957E+02
  48.470      0.9956E+02      0.9956E+02
  48.489      0.9956E+02      0.9956E+02
  48.507      0.9956E+02      0.9956E+02
  48.525      0.9956E+02      0.9956E+02
  48.544      0.9955E+02      0.9955E+02
  48.562      0.9955E+02      0.9955E+02
  48.580      0.9955E+02      0.9955E+02
  48.598      0.9954E+02      0.9954E+02
  48.617      0.9954E+02      0.9954E+02
  48.635      0.9953E+02      0.9953E+02
  48.653      0.9953E+02      0.9953E+02
  48.672      0.9952E+02      0.9952E+02
  48.690      0.9952E+02      0.9952E+02
  48.708      0.9951E+02      0.9951E+02
  48.726      0.9951E+02      0.9951E+02
  48.745      0.9950E+02      0.9950E+02
  48.763      0.9950E+02      0.9950E+02
  48.781      0.9949E+02      0.9949E+02
  48.800      0.9949E+02      0.9949E+02
  48.818      0.9948E+02      0.9948E+02
  48.836      0.9947E+02      0.9947E+02
  48.854      0.9947E+02      0.9947E+02
  48.873      0.9946E+02      0.9946E+02
  48.891      0.9946E+02      0.9946E+02
  48.909      0.9945E+02      0.9945E+02
  48.928      0.9945E+02      0.9945E+02
  48.946      0.9945E+02      0.9945E+02
  48.964      0.9945E+02      0.9945E+02
  48.983      0.9944E+02      0.9944E+02
  49.001      0.9944E+02      0.9944E+02
  49.019      0.9944E+02      0.9944E+02
  49.037      0.9944E+02      0.9944E+02
  49.056      0.9944E+02      0.9944E+02
  49.074      0.9944E+02      0.9944E+02
  49.092      0.9944E+02      0.9944E+02
  49.111      0.9945E+02      0.9945E+02
  49.129      0.9945E+02      0.9945E+02
  49.147      0.9945E+02      0.9945E+02
  49.165      0.9945E+02      0.9945E+02
  49.184      0.9946E+02      0.9946E+02
  49.202      0.9946E+02      0.9946E+02
  49.220      0.9946E+02      0.9946E+02
  49.239      0.9947E+02      0.9947E+02
  49.257      0.9947E+02      0.9947E+02
  49.275      0.9947E+02      0.9947E+02
  49.293      0.9947E+02      0.9947E+02
  49.312      0.9948E+02      0.9948E+02
  49.330      0.9948E+02      0.9948E+02
  49.348      0.9948E+02      0.9948E+02
  49.367      0.9948E+02      0.9948E+02
  49.385      0.9948E+02      0.9948E+02
  49.403      0.9949E+02      0.9949E+02
  49.421      0.9949E+02      0.9949E+02
  49.440      0.9949E+02      0.9949E+02
  49.458      0.9949E+02      0.9949E+02
  49.476      0.9949E+02      0.9949E+02
  49.495      0.9949E+02      0.9949E+02
  49.513      0.9950E+02      0.9950E+02
  49.531      0.9950E+02      0.9950E+02
  49.550      0.9950E+02      0.9950E+02
  49.568      0.9950E+02      0.9950E+02
  49.586      0.9950E+02      0.9950E+02
  49.604      0.9950E+02      0.9950E+02
  49.623      0.9950E+02      0.9950E+02
  49.641      0.9950E+02      0.9950E+02
  49.659      0.9950E+02      0.9950E+02
  49.678      0.9950E+02      0.9950E+02
  49.696      0.9950E+02      0.9950E+02
  49.714      0.9950E+02      0.9950E+02
  49.732      0.9950E+02      0.9950E+02
  49.751      0.9950E+02      0.9950E+02
  49.769      0.9950E+02      0.9950E+02
  49.787      0.9950E+02      0.9950E+02
  49.806      0.9950E+02      0.9950E+02
  49.824      0.9949E+02      0.9949E+02
  49.842      0.9949E+02      0.9949E+02
  49.860      0.9949E+02      0.9949E+02
  49.879      0.9949E+02      0.9949E+02
  49.897      0.9949E+02      0.9949E+02
  49.915      0.9949E+02      0.9949E+02
  49.934      0.9948E+02      0.9948E+02
  49.952      0.9948E+02      0.9948E+02
  49.970      0.9948E+02      0.9948E+02
  49.988      0.9948E+02      0.9948E+02
  50.007      0.9947E+02      0.9947E+02
  50.025      0.9947E+02      0.9947E+02
  50.043      0.9947E+02      0.9947E+02
  50.062      0.9947E+02      0.9947E+02
  50.080      0.9946E+02      0.9946E+02
  50.098      0.9946E+02      0.9946E+02
  50.117      0.9946E+02      0.9946E+02
  50.135      0.9946E+02      0.9946E+02
  50.153      0.9946E+02      0.9946E+02
  50.171      0.9945E+02      0.9945E+02
  50.190      0.9945E+02      0.9945E+02
  50.208      0.9945E+02      0.9945E+02
  50.226      0.9945E+02      0.9945E+02
  50.245      0.9945E+02      0.9945E+02
  50.263      0.9944E+02      0.9944E+02
  50.281      0.9944E+02      0.9944E+02
  50.299      0.9944E+02      0.9944E+02
  50.318      0.9943E+02      0.9943E+02
  50.336      0.9943E+02      0.9943E+02
  50.354      0.9943E+02      0.9943E+02
  50.373      0.9942E+02      0.9942E+02
  50.391      0.9942E+02      0.9942E+02
  50.409      0.9941E+02      0.9941E+02
  50.427      0.9941E+02      0.9941E+02
  50.446      0.9941E+02      0.9941E+02
  50.464      0.9940E+02      0.9940E+02
  50.482      0.9940E+02      0.9940E+02
  50.501      0.9939E+02      0.9939E+02
  50.519      0.9939E+02      0.9939E+02
  50.537      0.9939E+02      0.9939E+02
  50.556      0.9938E+02      0.9938E+02
  50.574      0.9938E+02      0.9938E+02
  50.592      0.9938E+02      0.9938E+02
  50.610      0.9938E+02      0.9938E+02
  50.629      0.9938E+02      0.9938E+02
  50.647      0.9938E+02      0.9938E+02
  50.665      0.9938E+02      0.9938E+02
  50.684      0.9938E+02      0.9938E+02
  50.702      0.9938E+02      0.9938E+02
  50.720      0.9938E+02      0.9938E+02
  50.738      0.9938E+02      0.9938E+02
  50.757      0.9938E+02      0.9938E+02
  50.775      0.9938E+02      0.9938E+02
  50.793      0.9938E+02      0.9938E+02
  50.812      0.9938E+02      0.9938E+02
  50.830      0.9938E+02      0.9938E+02
  50.848      0.9938E+02      0.9938E+02
  50.866      0.9938E+02      0.9938E+02
  50.885      0.9939E+02      0.9939E+02
  50.903      0.9939E+02      0.9939E+02
  50.921      0.9939E+02      0.9939E+02
  50.940      0.9939E+02      0.9939E+02
  50.958      0.9939E+02      0.9939E+02
  50.976      0.9939E+02      0.9939E+02
  50.994      0.9940E+02      0.9940E+02
  51.013      0.9940E+02      0.9940E+02
  51.031      0.9940E+02      0.9940E+02
  51.049      0.9940E+02      0.9940E+02
  51.068      0.9940E+02      0.9940E+02
  51.086      0.9941E+02      0.9941E+02
  51.104      0.9941E+02      0.9941E+02
  51.123      0.9941E+02      0.9941E+02
  51.141      0.9941E+02      0.9941E+02
  51.159      0.9941E+02      0.9941E+02
  51.177      0.9941E+02      0.9941E+02
  51.196      0.9941E+02      0.9941E+02
  51.214      0.9942E+02      0.9942E+02
  51.232      0.9942E+02      0.9942E+02
  51.251      0.9942E+02      0.9942E+02
  51.269      0.9942E+02      0.9942E+02
  51.287      0.9942E+02      0.9942E+02
  51.305      0.9943E+02      0.9943E+02
  51.324      0.9943E+02      0.9943E+02
  51.342      0.9943E+02      0.9943E+02
  51.360      0.9944E+02      0.9944E+02
  51.379      0.9944E+02      0.9944E+02
  51.397      0.9944E+02      0.9944E+02
  51.415      0.9945E+02      0.9945E+02
  51.433      0.9945E+02      0.9945E+02
  51.452      0.9946E+02      0.9946E+02
  51.470      0.9946E+02      0.9946E+02
  51.488      0.9947E+02      0.9947E+02
  51.507      0.9947E+02      0.9947E+02
  51.525      0.9947E+02      0.9947E+02
  51.543      0.9948E+02      0.9948E+02
  51.561      0.9948E+02      0.9948E+02
  51.580      0.9949E+02      0.9949E+02
  51.598      0.9950E+02      0.9950E+02
  51.616      0.9950E+02      0.9950E+02
  51.635      0.9950E+02      0.9950E+02
  51.653      0.9951E+02      0.9951E+02
  51.671      0.9951E+02      0.9951E+02
  51.690      0.9951E+02      0.9951E+02
  51.708      0.9952E+02      0.9952E+02
  51.726      0.9952E+02      0.9952E+02
  51.744      0.9952E+02      0.9952E+02
  51.763      0.9953E+02      0.9953E+02
  51.781      0.9953E+02      0.9953E+02
  51.799      0.9953E+02      0.9953E+02
  51.818      0.9953E+02      0.9953E+02
  51.836      0.9953E+02      0.9953E+02
  51.854      0.9953E+02      0.9953E+02
  51.872      0.9954E+02      0.9954E+02
  51.891      0.9954E+02      0.9954E+02
  51.909      0.9954E+02      0.9954E+02
  51.927      0.9954E+02      0.9954E+02
  51.946      0.9954E+02      0.9954E+02
  51.964      0.9954E+02      0.9954E+02
  51.982      0.9954E+02      0.9954E+02
  52.000      0.9954E+02      0.9954E+02
  52.019      0.9954E+02      0.9954E+02
  52.037      0.9954E+02      0.9954E+02
  52.055      0.9954E+02      0.9954E+02
  52.074      0.9954E+02      0.9954E+02
  52.092      0.9954E+02      0.9954E+02
  52.110      0.9954E+02      0.9954E+02
  52.129      0.9954E+02      0.9954E+02
  52.147      0.9954E+02      0.9954E+02
  52.165      0.9954E+02      0.9954E+02
  52.183      0.9954E+02      0.9954E+02
  52.202      0.9954E+02      0.9954E+02
  52.220      0.9954E+02      0.9954E+02
  52.238      0.9954E+02      0.9954E+02
  52.257      0.9954E+02      0.9954E+02
  52.275      0.9954E+02      0.9954E+02
  52.293      0.9954E+02      0.9954E+02
  52.311      0.9953E+02      0.9953E+02
  52.330      0.9953E+02      0.9953E+02
  52.348      0.9953E+02      0.9953E+02
  52.366      0.9953E+02      0.9953E+02
  52.385      0.9953E+02      0.9953E+02
  52.403      0.9953E+02      0.9953E+02
  52.421      0.9953E+02      0.9953E+02
  52.439      0.9952E+02      0.9952E+02
  52.458      0.9952E+02      0.9952E+02
  52.476      0.9952E+02      0.9952E+02
  52.494      0.9952E+02      0.9952E+02
  52.513      0.9952E+02      0.9952E+02
  52.531      0.9952E+02      0.9952E+02
  52.549      0.9951E+02      0.9951E+02
  52.567      0.9951E+02      0.9951E+02
  52.586      0.9951E+02      0.9951E+02
  52.604      0.9951E+02      0.9951E+02
  52.622      0.9951E+02      0.9951E+02
  52.641      0.9951E+02      0.9951E+02
  52.659      0.9951E+02      0.9951E+02
  52.677      0.9951E+02      0.9951E+02
  52.696      0.9951E+02      0.9951E+02
  52.714      0.9951E+02      0.9951E+02
  52.732      0.9951E+02      0.9951E+02
  52.750      0.9951E+02      0.9951E+02
  52.769      0.9951E+02      0.9951E+02
